Subject,Grade,QuestionText,Description,questionType,correctAnswer,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Maths,Grade 3,2/4 is equivalent to 1/2.,Equivalent fractions.,TrueFalse,TRUE,122,1,CCSS.MATH.CONTENT.3.NF.A.3,Equivalent fractions,CCSS.MATH.MP.7 CCSS.MATH.DOM.NF
Maths,Grade 3,When you multiply any number by 1 the product is that number.,Identity property of multiplication.,TrueFalse,TRUE,125,2,CCSS.MATH.CONTENT.3.OA.B.5,Properties of multiplication,CCSS.MATH.MP.3 CCSS.MATH.DOM.OA
Maths,Grade 3,1/4 is greater than 1/2.,Compare unit fractions.,TrueFalse,FALSE,128,1,CCSS.MATH.CONTENT.3.NF.A.3,Compare fractions,CCSS.MATH.MP.6 CCSS.MATH.DOM.NF
Maths,Grade 4,35 × 10 equals 350.,Multiply by 10.,TrueFalse,TRUE,110,1,CCSS.MATH.CONTENT.4.NBT.B.5,Multiply by powers of 10,CCSS.MATH.MP.2 CCSS.MATH.DOM.NBT
Maths,Grade 4,0.5 is the same as 1/2.,Decimal and fraction equivalence.,TrueFalse,TRUE,118,1,CCSS.MATH.CONTENT.4.NF.C.6,Decimal notation for tenths hundredths,CCSS.MATH.MP.7 CCSS.MATH.DOM.NF
Maths,Grade 4,An obtuse angle is greater than 90 degrees.,Definition of obtuse angle.,TrueFalse,TRUE,120,1,CCSS.MATH.CONTENT.4.G.A.1,Angles and rays,CCSS.MATH.MP.6 CCSS.MATH.DOM.G
Maths,Grade 4,256 ÷ 4 equals 64.,Division.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.4.NBT.B.6,Find quotients and remainders,CCSS.MATH.MP.2 CCSS.MATH.DOM.NBT
Maths,Grade 4,3/5 is less than 3/4 when comparing same numerator.,Compare fractions.,TrueFalse,TRUE,132,1,CCSS.MATH.CONTENT.4.NF.A.2,Compare two fractions,CCSS.MATH.MP.6 CCSS.MATH.DOM.NF
Maths,Grade 4,The perimeter of a square with side 5 cm is 20 cm.,Perimeter of square.,TrueFalse,TRUE,115,1,CCSS.MATH.CONTENT.4.MD.A.3,Perimeter formula,CCSS.MATH.MP.4 CCSS.MATH.DOM.MD
Maths,Grade 4,A number is divisible by 2 if its ones digit is 0 2 4 6 or 8.,Divisibility rule.,TrueFalse,TRUE,138,2,CCSS.MATH.CONTENT.4.OA.B.4,Divisibility and factors,CCSS.MATH.MP.3 CCSS.MATH.DOM.OA
Maths,Grade 4,2.3 is greater than 2.30.,Compare decimals.,TrueFalse,FALSE,128,1,CCSS.MATH.CONTENT.4.NF.C.7,Compare decimals,CCSS.MATH.MP.6 CCSS.MATH.DOM.NF
Maths,Grade 5,1/2 + 1/4 equals 3/4.,Add fractions.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.5.NF.A.1,Add and subtract fractions,CCSS.MATH.MP.2 CCSS.MATH.DOM.NF
Maths,Grade 5,The volume of a rectangular prism is length times width times height.,Volume formula.,TrueFalse,TRUE,130,1,CCSS.MATH.CONTENT.5.MD.C.5,Volume of rectangular prism,CCSS.MATH.MP.4 CCSS.MATH.DOM.MD
Maths,Grade 5,0.25 × 4 equals 1.,Multiply decimals.,TrueFalse,TRUE,122,1,CCSS.MATH.CONTENT.5.NBT.B.7,Multiply decimals,CCSS.MATH.MP.2 CCSS.MATH.DOM.NBT
Maths,Grade 5,1/3 is greater than 2/5.,Compare fractions.,TrueFalse,FALSE,135,1,CCSS.MATH.CONTENT.5.NF.A.2,Compare and add fractions,CCSS.MATH.MP.6 CCSS.MATH.DOM.NF
Maths,Grade 5,A parallelogram has two pairs of parallel sides.,Property of parallelogram.,TrueFalse,TRUE,118,1,CCSS.MATH.CONTENT.5.G.B.3,Properties of shapes,CCSS.MATH.MP.6 CCSS.MATH.DOM.G
Maths,Grade 5,10 to the power of 3 equals 1000.,Powers of 10.,TrueFalse,TRUE,120,1,CCSS.MATH.CONTENT.5.NBT.A.2,Powers of 10,CCSS.MATH.MP.2 CCSS.MATH.DOM.NBT
Maths,Grade 5,When you multiply a number by 0.1 you get a smaller number.,Conceptual claim about decimals.,TrueFalse,TRUE,145,2,CCSS.MATH.CONTENT.5.NBT.A.1,Place value and decimals,CCSS.MATH.MP.3 CCSS.MATH.DOM.NBT
Maths,Grade 5,2/6 in simplest form is 1/3.,Simplify fractions.,TrueFalse,TRUE,128,1,CCSS.MATH.CONTENT.5.NF.A.1,Equivalent fractions and simplify,CCSS.MATH.MP.7 CCSS.MATH.DOM.NF
Maths,Grade 5,The product of two fractions is always greater than each factor.,Multiplication of fractions.,TrueFalse,FALSE,150,2,CCSS.MATH.CONTENT.5.NF.B.4,Multiply fractions,CCSS.MATH.MP.3 CCSS.MATH.DOM.NF
Maths,Grade 6,The ratio 2:3 is equivalent to 4:6.,Equivalent ratios.,TrueFalse,TRUE,120,1,CCSS.MATH.CONTENT.6.RP.A.3,Equivalent ratios,CCSS.MATH.MP.7 CCSS.MATH.DOM.RP
Maths,Grade 6,-5 is less than -2.,Compare integers.,TrueFalse,TRUE,115,1,CCSS.MATH.CONTENT.6.NS.C.7,Order rational numbers,CCSS.MATH.MP.6 CCSS.MATH.DOM.NS
Maths,Grade 6,The absolute value of -7 is 7.,Absolute value.,TrueFalse,TRUE,118,1,CCSS.MATH.CONTENT.6.NS.C.7,Absolute value,CCSS.MATH.MP.6 CCSS.MATH.DOM.NS
Maths,Grade 6,2x + 3 = 9 when x = 3.,Substitute and check equation.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.6.EE.A.2,Expressions and substitution,CCSS.MATH.MP.2 CCSS.MATH.DOM.EE
Maths,Grade 6,The area of a triangle is base times height.,Area of triangle.,TrueFalse,FALSE,132,1,CCSS.MATH.CONTENT.6.G.A.1,Area of triangle,CCSS.MATH.MP.6 CCSS.MATH.DOM.G
Maths,Grade 6,30% of 80 equals 24.,Percent of a number.,TrueFalse,TRUE,130,1,CCSS.MATH.CONTENT.6.RP.A.3,Find percent of quantity,CCSS.MATH.MP.2 CCSS.MATH.DOM.RP
Maths,Grade 6,If a/b = c/d then ad = bc.,Cross-multiplication property.,TrueFalse,TRUE,155,2,CCSS.MATH.CONTENT.6.RP.A.2,Unit rate and ratios,CCSS.MATH.MP.3 CCSS.MATH.DOM.RP
Maths,Grade 6,The mean of 4 6 and 8 is 6.,Mean of three numbers.,TrueFalse,TRUE,122,1,CCSS.MATH.CONTENT.6.SP.A.3,Mean and measure of center,CCSS.MATH.MP.2 CCSS.MATH.DOM.SP
Maths,Grade 6,(-2) × (-3) equals -6.,Multiply negative integers.,TrueFalse,FALSE,140,1,CCSS.MATH.CONTENT.6.NS.C.5,Multiply integers,CCSS.MATH.MP.2 CCSS.MATH.DOM.NS
Maths,Grade 7,The constant of proportionality in y = 5x is 5.,Identify constant of proportionality.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.7.RP.A.2,Proportional relationships,CCSS.MATH.MP.7 CCSS.MATH.DOM.RP
Maths,Grade 7,-3 + (-4) equals -7.,Add negative numbers.,TrueFalse,TRUE,118,1,CCSS.MATH.CONTENT.7.NS.A.1,Add and subtract rational numbers,CCSS.MATH.MP.2 CCSS.MATH.DOM.NS
Maths,Grade 7,The circumference of a circle is pi times diameter.,Circumference formula.,TrueFalse,TRUE,130,1,CCSS.MATH.CONTENT.7.G.B.4,Circumference and area of circle,CCSS.MATH.MP.4 CCSS.MATH.DOM.G
Maths,Grade 7,x = -2 is a solution to 2x + 5 = 1.,Solve equation.,TrueFalse,TRUE,128,1,CCSS.MATH.CONTENT.7.EE.B.4,Solve linear equations,CCSS.MATH.MP.2 CCSS.MATH.DOM.EE
Maths,Grade 7,The probability of an impossible event is 1.,Probability value.,TrueFalse,FALSE,135,1,CCSS.MATH.CONTENT.7.SP.C.5,Probability of events,CCSS.MATH.MP.6 CCSS.MATH.DOM.SP
Maths,Grade 7,When you multiply both sides of an inequality by a negative number you must reverse the inequality.,Property of inequality.,TrueFalse,TRUE,155,2,CCSS.MATH.CONTENT.7.EE.B.4,Solve inequalities,CCSS.MATH.MP.3 CCSS.MATH.DOM.EE
Maths,Grade 7,The area of a circle is pi times radius squared.,Area of circle.,TrueFalse,TRUE,122,1,CCSS.MATH.CONTENT.7.G.B.4,Area of circle,CCSS.MATH.MP.4 CCSS.MATH.DOM.G
Maths,Grade 7,(-1) × (-1) equals 1.,Multiply negatives.,TrueFalse,TRUE,120,1,CCSS.MATH.CONTENT.7.NS.A.2,Multiply rational numbers,CCSS.MATH.MP.2 CCSS.MATH.DOM.NS
Maths,Grade 7,If two angles are supplementary their sum is 180 degrees.,Definition of supplementary.,TrueFalse,TRUE,138,2,CCSS.MATH.CONTENT.7.G.B.5,Supplementary angles,CCSS.MATH.MP.3 CCSS.MATH.DOM.G
Maths,Grade 8,The square root of 64 is 8.,Square root.,TrueFalse,TRUE,115,1,CCSS.MATH.CONTENT.8.NS.A.2,Square roots,CCSS.MATH.MP.2 CCSS.MATH.DOM.NS
Maths,Grade 8,Slope of the line through (0 0) and (2 4) is 2.,Slope formula.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.8.EE.B.5,Slope and similar triangles,CCSS.MATH.MP.4 CCSS.MATH.DOM.EE
Maths,Grade 8,y = 2x + 1 is a linear function.,Identify linear function.,TrueFalse,TRUE,120,1,CCSS.MATH.CONTENT.8.F.A.3,Linear vs nonlinear,CCSS.MATH.MP.7 CCSS.MATH.DOM.F
Maths,Grade 8,The Pythagorean theorem states that a squared + b squared = c squared in a right triangle.,Pythagorean theorem.,TrueFalse,TRUE,135,1,CCSS.MATH.CONTENT.8.G.B.6,Pythagorean theorem,CCSS.MATH.MP.4 CCSS.MATH.DOM.G
Maths,Grade 8,A system of two linear equations always has exactly one solution.,Systems of equations.,TrueFalse,FALSE,160,2,CCSS.MATH.CONTENT.8.EE.C.8,Systems of equations,CCSS.MATH.MP.3 CCSS.MATH.DOM.EE
Maths,Grade 8,The cube root of 27 is 3.,Cube root.,TrueFalse,TRUE,122,1,CCSS.MATH.CONTENT.8.NS.A.2,Cube roots,CCSS.MATH.MP.2 CCSS.MATH.DOM.NS
Maths,Grade 8,Vertical angles are always equal.,Property of vertical angles.,TrueFalse,TRUE,132,2,CCSS.MATH.CONTENT.8.G.A.5,Angles and parallel lines,CCSS.MATH.MP.3 CCSS.MATH.DOM.G
Maths,Grade 8,0.3 repeating equals 1/3.,Convert repeating decimal to fraction.,TrueFalse,TRUE,145,1,CCSS.MATH.CONTENT.8.NS.A.1,Rational numbers and decimals,CCSS.MATH.MP.7 CCSS.MATH.DOM.NS
Maths,Grade 8,The graph of y = x squared is a straight line.,Graph of quadratic.,TrueFalse,FALSE,150,1,CCSS.MATH.CONTENT.8.F.A.3,Linear vs nonlinear,CCSS.MATH.MP.6 CCSS.MATH.DOM.F
Maths,Grade 9,x = 2 is a solution to x squared - 4 = 0.,Solve quadratic.,TrueFalse,TRUE,130,1,CCSS.MATH.CONTENT.HSA.REI.B.4,Solve quadratic equations,CCSS.MATH.MP.2 CCSS.MATH.A-REI
Maths,Grade 9,The function f(x) = 2x + 1 has slope 2.,Slope of linear function.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.HSF.IF.C.7,Graph linear functions,CCSS.MATH.MP.4 CCSS.MATH.F-IF
Maths,Grade 9,(x + 2)(x - 2) equals x squared - 4.,Expand difference of squares.,TrueFalse,TRUE,135,1,CCSS.MATH.CONTENT.HSA.SSE.A.2,Equivalent expressions,CCSS.MATH.MP.7 CCSS.MATH.A-SSE
Maths,Grade 9,In a right triangle the sine of an angle is opposite over hypotenuse.,Definition of sine.,TrueFalse,TRUE,140,1,CCSS.MATH.CONTENT.HSG.SRT.C.6,Trigonometric ratios,CCSS.MATH.MP.6 CCSS.MATH.G-SRT
Maths,Grade 9,The sum of the angles in a triangle is 180 degrees.,Angle sum of triangle.,TrueFalse,TRUE,118,1,CCSS.MATH.CONTENT.HSG.CO.C.10,Angle sum theorem,CCSS.MATH.MP.4 CCSS.MATH.G-CO
Maths,Grade 9,log base 10 of 100 equals 2.,Logarithm value.,TrueFalse,TRUE,145,1,CCSS.MATH.CONTENT.HSF.LE.A.4,Logarithms,CCSS.MATH.MP.2 CCSS.MATH.F-LE
Maths,Grade 9,If two lines are parallel their slopes are equal.,Property of parallel lines.,TrueFalse,TRUE,150,2,CCSS.MATH.CONTENT.HSG.GPE.B.5,Parallel lines and slope,CCSS.MATH.MP.3 CCSS.MATH.G-GPE
Maths,Grade 9,The discriminant b squared - 4ac tells how many real roots a quadratic has.,Discriminant.,TrueFalse,TRUE,165,2,CCSS.MATH.CONTENT.HSA.REI.B.4,Quadratic formula and discriminant,CCSS.MATH.MP.3 CCSS.MATH.A-REI
Maths,Grade 9,2 to the power of 0 equals 0.,Zero exponent.,TrueFalse,FALSE,138,1,CCSS.MATH.CONTENT.HSN.RN.A.1,Properties of exponents,CCSS.MATH.MP.6 CCSS.MATH.N-RN
Maths,Grade 10,The range of f(x) = x squared for real x is all non-negative real numbers.,Range of quadratic.,TrueFalse,TRUE,155,1,CCSS.MATH.CONTENT.HSF.IF.A.1,Domain and range,CCSS.MATH.MP.4 CCSS.MATH.F-IF
Maths,Grade 10,sin squared x + cos squared x = 1 for any angle x.,Pythagorean identity.,TrueFalse,TRUE,160,1,CCSS.MATH.CONTENT.HSF.TF.C.8,Pythagorean identity,CCSS.MATH.MP.7 CCSS.MATH.F-TF
Maths,Grade 10,The median divides a data set into two equal halves.,Definition of median.,TrueFalse,TRUE,125,1,CCSS.MATH.CONTENT.HSS.ID.A.2,Median and center,CCSS.MATH.MP.6 CCSS.MATH.S-ID
Maths,Grade 10,The equation of a circle with center (0 0) and radius 5 is x squared + y squared = 25.,Equation of circle.,TrueFalse,TRUE,140,1,CCSS.MATH.CONTENT.HSG.GPE.A.1,Equation of circle,CCSS.MATH.MP.4 CCSS.MATH.G-GPE
Maths,Grade 10,e to the power of (ln x) equals x for x greater than 0.,Inverse property.,TrueFalse,TRUE,170,2,CCSS.MATH.CONTENT.HSF.LE.A.4,Logarithms and exponentials,CCSS.MATH.MP.3 CCSS.MATH.F-LE
Maths,Grade 10,Two events are independent if P(A and B) = P(A) times P(B).,Definition of independence.,TrueFalse,TRUE,175,2,CCSS.MATH.CONTENT.HSS.CP.A.2,Independent events,CCSS.MATH.MP.3 CCSS.MATH.S-CP
Maths,Grade 10,The vertex of y = (x - 3) squared + 2 is (3 2).,Vertex form of parabola.,TrueFalse,TRUE,148,1,CCSS.MATH.CONTENT.HSF.IF.C.8,Vertex form,CCSS.MATH.MP.4 CCSS.MATH.F-IF
Maths,Grade 10,A function can have two different outputs for the same input.,Definition of function.,TrueFalse,FALSE,155,1,CCSS.MATH.CONTENT.HSF.IF.A.1,Definition of function,CCSS.MATH.MP.6 CCSS.MATH.F-IF
Maths,Grade 11,The derivative of x cubed is 3x squared.,Power rule.,TrueFalse,TRUE,175,1,CCSS.MATH.CONTENT.HSF.C.7,Derivatives (Calculus),CCSS.MATH.MP.2 CCSS.MATH.F-IF
Maths,Grade 11,In a right triangle the tangent of an angle is opposite over adjacent.,Definition of tangent.,TrueFalse,TRUE,135,1,CCSS.MATH.CONTENT.HSG.SRT.C.6,Trigonometric ratios,CCSS.MATH.MP.6 CCSS.MATH.G-SRT
Maths,Grade 11,The sum of the first n positive integers is n(n+1)/2.,Formula for sum.,TrueFalse,TRUE,185,2,CCSS.MATH.CONTENT.HSA.SSE.B.4,Series and sequences,CCSS.MATH.MP.3 CCSS.MATH.A-SSE
Maths,Grade 11,A correlation coefficient of -1 means a perfect negative linear relationship.,Correlation.,TrueFalse,TRUE,160,1,CCSS.MATH.CONTENT.HSS.ID.C.8,Correlation coefficient,CCSS.MATH.MP.6 CCSS.MATH.S-ID
Maths,Grade 11,The law of sines applies to any triangle.,Law of sines.,TrueFalse,TRUE,168,1,CCSS.MATH.CONTENT.HSG.SRT.D.11,Law of sines and cosines,CCSS.MATH.MP.4 CCSS.MATH.G-SRT
Maths,Grade 11,If a line is perpendicular to another the product of their slopes is -1.,Perpendicular lines.,TrueFalse,TRUE,178,2,CCSS.MATH.CONTENT.HSG.GPE.B.5,Perpendicular lines,CCSS.MATH.MP.3 CCSS.MATH.G-GPE
Maths,Grade 11,The standard deviation measures spread around the mean.,Definition of standard deviation.,TrueFalse,TRUE,152,1,CCSS.MATH.CONTENT.HSS.ID.A.4,Standard deviation,CCSS.MATH.MP.6 CCSS.MATH.S-ID
Maths,Grade 11,For any real a and b (a + b) squared equals a squared + b squared.,Expand binomial.,TrueFalse,FALSE,165,1,CCSS.MATH.CONTENT.HSA.APR.A.1,Polynomial identities,CCSS.MATH.MP.6 CCSS.MATH.A-APR
Maths,Grade 12,The fundamental theorem of calculus relates integration and differentiation.,Fundamental theorem.,TrueFalse,TRUE,205,2,CCSS.MATH.CONTENT.HSF.C.9,Fundamental theorem of calculus,CCSS.MATH.MP.3 CCSS.MATH.F-IF
Maths,Grade 12,A continuous function on a closed interval attains a maximum and minimum.,Extreme value concept.,TrueFalse,TRUE,195,2,CCSS.MATH.CONTENT.HSF.IF.B.4,Behavior of functions,CCSS.MATH.MP.3 CCSS.MATH.F-IF
Maths,Grade 12,The conditional probability P(A given B) equals P(A and B) divided by P(B) when P(B) is not 0.,Conditional probability.,TrueFalse,TRUE,185,1,CCSS.MATH.CONTENT.HSS.CP.B.6,Conditional probability,CCSS.MATH.MP.7 CCSS.MATH.S-CP
Maths,Grade 12,The volume of a cylinder is pi r squared h.,Volume of cylinder.,TrueFalse,TRUE,155,1,CCSS.MATH.CONTENT.HSG.GMD.A.3,Volume formulas,CCSS.MATH.MP.4 CCSS.MATH.G-GMD
Maths,Grade 12,A 95% confidence interval means we are 95% confident the parameter lies in the interval.,Interpretation of confidence interval.,TrueFalse,TRUE,210,2,CCSS.MATH.CONTENT.HSS.IC.B.4,Confidence intervals,CCSS.MATH.MP.6 CCSS.MATH.S-IC
Maths,Grade 12,The chain rule states that the derivative of f(g(x)) is f prime (g(x)) times g prime (x).,Chain rule.,TrueFalse,TRUE,215,2,CCSS.MATH.CONTENT.HSF.C.7,Chain rule,CCSS.MATH.MP.3 CCSS.MATH.F-IF
Maths,Grade 12,Two triangles are similar if their corresponding angles are equal.,Definition of similar triangles.,TrueFalse,TRUE,170,1,CCSS.MATH.CONTENT.HSG.SRT.A.2,Similarity criteria,CCSS.MATH.MP.3 CCSS.MATH.G-SRT
Maths,Grade 12,The limit as x approaches 0 of sin(x)/x equals 1.,Important limit.,TrueFalse,TRUE,220,2,CCSS.MATH.CONTENT.HSF.C.7,Limits (Calculus),CCSS.MATH.MP.3 CCSS.MATH.F-IF
Maths,Grade 12,A p-value greater than 0.05 means we fail to reject the null hypothesis at the 5% level.,Hypothesis testing.,TrueFalse,TRUE,218,2,CCSS.MATH.CONTENT.HSS.IC.B.5,Statistical significance,CCSS.MATH.MP.6 CCSS.MATH.S-IC
Maths,Grade 12,The derivative of a constant function is zero.,Derivative of constant.,TrueFalse,TRUE,195,1,CCSS.MATH.CONTENT.HSF.C.7,Derivatives,CCSS.MATH.MP.2 CCSS.MATH.F-IF
Maths,Grade 12,Two mutually exclusive events can both occur.,Mutually exclusive events.,TrueFalse,FALSE,180,1,CCSS.MATH.CONTENT.HSS.CP.A.2,Mutually exclusive events,CCSS.MATH.MP.6 CCSS.MATH.S-CP
Maths,Grade 12,The integral of f prime (x) from a to b equals f(b) - f(a).,Fundamental theorem of calculus.,TrueFalse,TRUE,212,2,CCSS.MATH.CONTENT.HSF.C.9,Fundamental theorem,CCSS.MATH.MP.3 CCSS.MATH.F-IF
Science,Grade 1,Plants need sunlight and water to grow.,What plants need to live.,TrueFalse,TRUE,105,1,1-LS1-1,Basic needs of plants,NGSS.SEP.4 NGSS.DCI.LS1
Science,Grade 1,The Sun gives us light during the day.,Day and night pattern.,TrueFalse,TRUE,100,1,1-ESS1-1,Sun and daylight,NGSS.SEP.6 NGSS.DCI.ESS1
Science,Grade 1,Animals can live without air.,What animals need to breathe.,TrueFalse,FALSE,108,1,1-LS1-1,Basic needs of animals,NGSS.SEP.2 NGSS.DCI.LS1
Science,Grade 1,Pushing an object can make it move.,Effect of a push.,TrueFalse,TRUE,102,1,K-PS2-1,Pushes and motion,NGSS.SEP.2 NGSS.DCI.PS2
Science,Grade 1,All living things need food to stay alive.,Needs of living things.,TrueFalse,TRUE,110,1,1-LS1-1,Needs of living things,NGSS.SEP.4 NGSS.DCI.LS1
Science,Grade 1,The Moon gives off its own light.,Source of moonlight.,TrueFalse,FALSE,115,1,1-ESS1-1,Night sky and Moon,NGSS.SEP.6 NGSS.DCI.ESS1
Science,Grade 1,"In the experiment, seeds in the sunny cup grew more than seeds in the dark cup.",Claim from described dataset: sun vs dark.,TrueFalse,TRUE,132,2,K-ESS2-2,Data and plant growth,NGSS.SEP.4 NGSS.DCI.ESS2
Science,Grade 1,Rocks are living things.,Living vs nonliving.,TrueFalse,FALSE,118,1,K-ESS2-1,Living and nonliving,NGSS.SEP.6 NGSS.DCI.ESS2
Science,Grade 1,"The table showed that the plant with water grew taller; the statement ""plants need water to grow"" is supported.",Claim from described dataset.,TrueFalse,TRUE,128,2,1-LS1-1,Data claim about plant needs,NGSS.SEP.5 NGSS.DCI.LS1 NGSS.CCC.2
Science,Grade 2,A habitat is where an animal lives.,Definition of habitat.,TrueFalse,TRUE,115,1,2-LS4-1,Habitats,NGSS.SEP.6 NGSS.DCI.LS2
Science,Grade 2,Matter can be solid or liquid.,States of matter.,TrueFalse,TRUE,108,1,2-PS1-1,Solid and liquid,NGSS.SEP.2 NGSS.DCI.PS1
Science,Grade 2,Gravity pulls things toward Earth.,Effect of gravity.,TrueFalse,TRUE,120,1,K-PS2-1,Gravity,NGSS.SEP.6 NGSS.DCI.PS2
Science,Grade 2,Plants get water from the soil through their roots.,Plant parts and function.,TrueFalse,TRUE,112,1,2-LS2-1,Plant structure and function,NGSS.SEP.4 NGSS.DCI.LS2
Science,Grade 2,Rocks can be different sizes.,Property of Earth materials.,TrueFalse,TRUE,105,1,2-ESS2-1,Properties of rocks,NGSS.SEP.2 NGSS.DCI.ESS2
Science,Grade 2,When we heat ice it stays as ice.,Effect of heating ice.,TrueFalse,FALSE,125,1,2-PS1-4,Heating and melting,NGSS.SEP.2 NGSS.DCI.PS1
Science,Grade 2,Animals get energy from food.,Source of energy for animals.,TrueFalse,TRUE,118,1,2-LS2-1,Energy and food,NGSS.SEP.2 NGSS.DCI.LS2
Science,Grade 2,"From the data table, the warmest place was outside in the sun and the coolest was in the shade.",Claim from described temperature data.,TrueFalse,TRUE,135,2,2-ESS2-3,Weather and temperature data,NGSS.SEP.5 NGSS.DCI.ESS2
Science,Grade 2,"The data showed that the plant without water did not grow; the claim ""plants need water"" is correct.",Claim from described dataset.,TrueFalse,TRUE,130,2,2-LS2-1,Data claim about plant needs,NGSS.SEP.4 NGSS.DCI.LS2 NGSS.CCC.2
Science,Grade 3,A food chain shows how energy moves from one living thing to another.,Definition of food chain.,TrueFalse,TRUE,135,1,3-LS2-1,Food chains,NGSS.SEP.2 NGSS.DCI.LS2
Science,Grade 3,Magnets have a north pole and a south pole.,Magnetic poles.,TrueFalse,TRUE,120,1,3-PS2-3,Magnetic poles,NGSS.SEP.6 NGSS.DCI.PS2
Science,Grade 3,Rocks are made of minerals.,Composition of rocks.,TrueFalse,TRUE,115,1,3-ESS2-1,Earth materials,NGSS.SEP.2 NGSS.DCI.ESS2
Science,Grade 3,A force can make an object speed up or slow down.,Forces and motion.,TrueFalse,TRUE,125,1,3-PS2-1,Forces and motion,NGSS.SEP.2 NGSS.DCI.PS2
Science,Grade 3,All plants have flowers.,Plant structures.,TrueFalse,FALSE,130,1,3-LS1-1,Plant life cycles,NGSS.SEP.6 NGSS.DCI.LS1
Science,Grade 3,Weather is the same in all places on Earth.,Weather and climate.,TrueFalse,FALSE,128,1,3-ESS2-2,Weather patterns,NGSS.SEP.6 NGSS.DCI.ESS2
Science,Grade 3,"In the experiment, the plant that got more light had more leaves; the claim ""light helps plants grow"" is supported.",Claim from described dataset.,TrueFalse,TRUE,142,2,3-LS2-1,Data claim about light and growth,NGSS.SEP.5 NGSS.DCI.LS2
Science,Grade 3,Animals that look like their parents inherited traits.,Heredity.,TrueFalse,TRUE,138,1,3-LS3-1,Inheritance of traits,NGSS.SEP.4 NGSS.DCI.LS3
Science,Grade 3,"The data table showed that the magnet picked up more paper clips when it was closer; the claim ""closer means stronger pull"" is correct.",Claim from described dataset.,TrueFalse,TRUE,148,2,3-PS2-2,Magnetic force and distance,NGSS.SEP.4 NGSS.DCI.PS2 NGSS.CCC.2
Science,Grade 4,Energy can move from one object to another.,Transfer of energy.,TrueFalse,TRUE,130,1,4-PS3-2,Energy transfer,NGSS.SEP.2 NGSS.DCI.PS3
Science,Grade 4,Plants use sunlight to make their own food.,Photosynthesis concept.,TrueFalse,TRUE,125,1,4-LS1-1,Plant energy and food,NGSS.SEP.4 NGSS.DCI.LS1
Science,Grade 4,Rocks can be broken down by wind and water.,Weathering.,TrueFalse,TRUE,132,1,4-ESS2-1,Weathering and erosion,NGSS.SEP.2 NGSS.DCI.ESS2
Science,Grade 4,Sound travels faster through air than through water.,Speed of sound.,TrueFalse,FALSE,145,1,4-PS4-1,Waves and sound,NGSS.SEP.6 NGSS.DCI.PS4
Science,Grade 4,Animals have structures that help them survive in their environment.,Structures and function.,TrueFalse,TRUE,128,1,4-LS1-1,Animal structures,NGSS.SEP.4 NGSS.DCI.LS1
Science,Grade 4,Fossils tell us about organisms that lived long ago.,What fossils show.,TrueFalse,TRUE,118,1,4-ESS1-1,Fossils and past life,NGSS.SEP.6 NGSS.DCI.ESS1
Science,Grade 4,"When the data showed that the ball rolled farther on the smooth surface than on the rough surface, the claim ""smoother surface means less friction"" is supported.",Claim from described dataset.,TrueFalse,TRUE,155,2,4-PS3-1,Friction and motion,NGSS.SEP.5 NGSS.DCI.PS3
Science,Grade 4,"The table showed that the plant with fertilizer grew taller; the claim ""fertilizer helps plants grow"" is correct.",Claim from described dataset.,TrueFalse,TRUE,140,2,4-LS1-1,Data claim about plant growth,NGSS.SEP.4 NGSS.DCI.LS1 NGSS.CCC.2
Science,Grade 5,Matter is made of particles too small to see.,Particle model of matter.,TrueFalse,TRUE,135,1,5-PS1-1,Structure of matter,NGSS.SEP.2 NGSS.DCI.PS1
Science,Grade 5,The amount of matter stays the same when it changes form.,Conservation of matter.,TrueFalse,TRUE,142,1,5-PS1-2,Conservation of matter,NGSS.SEP.4 NGSS.DCI.PS1
Science,Grade 5,Organisms in an ecosystem depend on each other for food and shelter.,Ecosystem interactions.,TrueFalse,TRUE,138,1,5-LS2-1,Ecosystems,NGSS.SEP.2 NGSS.DCI.LS2
Science,Grade 5,Earth's surface has changed over millions of years.,Earth history.,TrueFalse,TRUE,128,1,5-ESS2-1,Earth systems,NGSS.SEP.6 NGSS.DCI.ESS2
Science,Grade 5,Gravity is a force that pulls objects toward each other.,Definition of gravity.,TrueFalse,TRUE,125,1,5-PS2-1,Gravity,NGSS.SEP.2 NGSS.DCI.PS2
Science,Grade 5,The Sun is a star.,Nature of the Sun.,TrueFalse,TRUE,115,1,5-ESS1-1,Sun and stars,NGSS.SEP.6 NGSS.DCI.ESS1
Science,Grade 5,"When the data showed that the plant in the warm room grew faster than the one in the cold room, the claim ""warmer temperature increases growth rate"" is supported.",Claim from described dataset.,TrueFalse,TRUE,158,2,5-LS1-1,Data claim about temperature and growth,NGSS.SEP.5 NGSS.DCI.LS1
Science,Grade 5,Plants get carbon dioxide from the soil.,Source of carbon dioxide for plants.,TrueFalse,FALSE,145,1,5-LS1-1,Photosynthesis inputs,NGSS.SEP.6 NGSS.DCI.LS1
