Subject,Grade,QuestionText,Description,questionType,leftItems,rightItems,correctPairs,difficultyLevel,dokLevel,standard,contentFocus,Competencies
English,Grade 11,Match each poetic form to its structure.,Match poetic forms.,Matching,"sonnet,haiku,villanelle,free verse","no fixed form,14 lines,5-7-5,refrain","0-1,1-2,2-3,3-0",345,2,CCSS.ELA.RL.11-12.5,poetic form,"CCSS.ELA.CCR.R.5, CCSS.ELA.CCR.R.4"
English,Grade 11,Match each word to its connotation in context.,Match connotation.,Matching,"stubborn,persistent,cheap,frugal","positive,negative,negative,positive","0-1,1-0,2-2,3-3",348,2,CCSS.ELA.L.11-12.5,connotation,"CCSS.ELA.CCR.L.5, CCSS.ELA.CCR.L.6"
English,Grade 11,Match each narrative POV to its effect.,Match POV.,Matching,"first,third limited,third omniscient,second","implicate reader,intimate,one mind,all minds","0-1,1-2,2-3,3-0",350,2,CCSS.ELA.RL.11-12.6,point of view,"CCSS.ELA.CCR.R.6, CCSS.ELA.CCR.R.3"
English,Grade 11,Match each research step to its purpose.,Match research.,Matching,"narrow topic,evaluate sources,synthesize,cite","attribute,focus,check quality,combine","0-1,1-2,2-3,3-0",335,2,CCSS.ELA.W.11-12.8,research process,"CCSS.ELA.CCR.W.7, CCSS.ELA.CCR.W.8"
English,Grade 11,Match each verb form to its use.,Match verbals.,Matching,"gerund,participle,infinitive,gerund phrase","phrase as subject,-ing as noun,-ing as adj,to + verb","0-1,1-2,2-3,3-0",332,2,CCSS.ELA.L.11-12.1,verbals,"CCSS.ELA.CCR.L.1, CCSS.ELA.CCR.L.3"
English,Grade 11,Match each rhetorical strategy to its use.,Match rhetoric.,Matching,"concession,refutation,call to action,conclusion","wrap up,acknowledge other,disprove other,urge reader","0-1,1-2,2-3,3-0",328,2,CCSS.ELA.W.11-12.1,argument,"CCSS.ELA.CCR.W.1, CCSS.ELA.CCR.R.8"
English,Grade 11,Match each text feature to its purpose.,Match text features.,Matching,"abstract,appendix,footnote,bibliography","works cited,summary,end matter,source note","0-1,1-2,2-3,3-0",330,2,CCSS.ELA.RI.11-12.5,text features,"CCSS.ELA.CCR.R.5, CCSS.ELA.CCR.W.8"
English,Grade 12,Match each word to its definition.,Match vocabulary.,Matching,"synthesis,analysis,evaluation,application","use in new context,combine ideas,break down,judge quality","0-1,1-2,2-3,3-0",338,2,CCSS.ELA.L.11-12.4,academic vocabulary,"CCSS.ELA.CCR.L.4, CCSS.ELA.CCR.L.6"
English,Grade 12,Match each critical lens to its question.,Match critical lenses.,Matching,"formalist,historical,gender,postcolonial","colonizer colonized,how does form work,what context,gender roles","0-1,1-2,2-3,3-0",340,2,CCSS.ELA.RL.11-12.9,critical lenses,"CCSS.ELA.CCR.R.9, CCSS.ELA.CCR.R.3"
English,Grade 12,Match each argument type to its structure.,Match argument types.,Matching,"Toulmin,Rogerian,classical,comparative","side by side,claim warrant backing,common ground,ethos pathos logos","0-1,1-2,2-3,3-0",342,2,CCSS.ELA.W.11-12.1,argument types,"CCSS.ELA.CCR.W.1, CCSS.ELA.CCR.R.8"
English,Grade 12,Match each style element to its effect.,Match style.,Matching,"parallelism,repetition,variety,concision","brevity,balance,emphasis,interest","0-1,1-2,2-3,3-0",348,2,CCSS.ELA.L.11-12.3,style,"CCSS.ELA.CCR.L.3, CCSS.ELA.CCR.W.4"
English,Grade 12,Match each source to its appropriate use.,Match sources.,Matching,"primary,secondary,tertiary,popular","general,original,interpretation,summary","0-1,1-2,2-3,3-0",350,2,CCSS.ELA.W.11-12.8,research,"CCSS.ELA.CCR.W.8, CCSS.ELA.CCR.W.9"
English,Grade 12,Match each convention to its domain.,Match conventions.,Matching,"MLA,APA,Chicago,AMA","medicine,literature,psychology,history","0-1,1-2,2-3,3-0",335,2,CCSS.ELA.W.11-12.8,citations,"CCSS.ELA.CCR.W.8, CCSS.ELA.CCR.W.9"
English,Grade 12,Match each rhetorical move to its purpose.,Match rhetoric.,Matching,"exordium,narratio,confirmatio,peroratio","close,hook,background,proof","0-1,1-2,2-3,3-0",332,2,CCSS.ELA.RI.11-12.6,classical rhetoric,"CCSS.ELA.CCR.R.6, CCSS.ELA.CCR.R.8"
English,Grade 12,Match each tone to a passage type.,Match tone.,Matching,"formal,informal,academic,conversational","letter to friend,legal document,blog,journal article","0-1,1-2,2-3,3-0",328,2,CCSS.ELA.L.11-12.3,tone and register,"CCSS.ELA.CCR.L.3, CCSS.ELA.CCR.W.4"
English,Grade 12,Match each coherence device to its use.,Match coherence.,Matching,"transition,repetition,pronoun reference,parallel structure","balance form,link ideas,echo key term,refer back","0-1,1-2,2-3,3-0",330,2,CCSS.ELA.W.11-12.2,coherence,"CCSS.ELA.CCR.W.2, CCSS.ELA.CCR.L.3"
Maths,Grade 1,Match each number to the word.,Match numerals to number words.,Matching,"3,5,7,10","seven,ten,three,five","0-2,1-3,2-0,3-1",155,1,CCSS.MATH.CONTENT.1.NBT.A.1,number names,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NBT"
Maths,Grade 1,Match each shape to its name.,Match shapes to names.,Matching,"circle,square,triangle,rectangle","triangle,circle,rectangle,square","0-1,1-3,2-0,3-2",158,1,CCSS.MATH.CONTENT.1.G.A.1,shapes,"CCSS.MATH.MP.7, CCSS.MATH.DOM.G"
Maths,Grade 1,Match each expression to its sum.,Match addition to answer.,Matching,"2+3,4+1,3+2,1+4","4,5,5,5","0-1,1-2,2-3,3-0",165,1,CCSS.MATH.CONTENT.1.OA.C.6,addition,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 1,Match each number to tens and ones.,Match place value.,Matching,"23,15,30,41","3 tens 0 ones,2 tens 3 ones,1 ten 5 ones,4 tens 1 one","0-1,1-2,2-0,3-3",168,1,CCSS.MATH.CONTENT.1.NBT.B.2,tens and ones,"CCSS.MATH.MP.2, CCSS.MATH.DOM.NBT"
Maths,Grade 1,Match the symbol to its meaning.,Match comparison symbols.,Matching,"=,>,<,+","less than,plus,equal,greater than","0-2,1-3,2-0,3-1",170,1,CCSS.MATH.CONTENT.1.NBT.B.3,compare,"CCSS.MATH.MP.3, CCSS.MATH.DOM.NBT"
Maths,Grade 1,Match each subtraction to its answer.,Match subtraction facts.,Matching,"5-2,6-3,7-4,8-5","4,3,3,3","0-1,1-2,2-0,3-3",172,1,CCSS.MATH.CONTENT.1.OA.A.1,subtraction,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 1,Match each length to the correct object.,Match measure to object.,Matching,"short,long,medium,tall","pencil,ruler,book,door","0-2,1-3,2-0,3-1",175,1,CCSS.MATH.CONTENT.1.MD.A.1,length,"CCSS.MATH.MP.5, CCSS.MATH.DOM.MD"
Maths,Grade 1,Match each number to the position.,Match number order.,Matching,"first,second,third,fourth","2nd,4th,1st,3rd","0-2,1-0,2-3,3-1",178,1,CCSS.MATH.CONTENT.1.NBT.A.1,order,"CCSS.MATH.MP.8, CCSS.MATH.DOM.NBT"
Maths,Grade 1,Match each pair to the sum 10.,Match number bonds to 10.,Matching,"6+4,7+3,8+2,9+1","10,10,10,10","0-2,1-0,2-3,3-1",160,2,CCSS.MATH.CONTENT.1.OA.C.6,number bonds,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 2,Match each expression to 100.,Match sums to 100.,Matching,"50+50,25+75,60+40,30+70","100,100,100,100","0-2,1-0,2-3,3-1",182,2,CCSS.MATH.CONTENT.2.NBT.B.5,add to 100,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NBT"
Maths,Grade 2,Match each number to odd or even.,Match odd and even.,Matching,"7,8,9,10","even,odd,even,odd","0-1,1-0,2-3,3-2",185,1,CCSS.MATH.CONTENT.2.OA.C.3,odd even,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 2,Match each multiplication to its product.,Match multiplication facts.,Matching,"3×4,4×3,2×6,6×2","12,12,12,12","0-1,1-0,2-3,3-2",190,2,CCSS.MATH.CONTENT.2.OA.C.4,multiplication,"CCSS.MATH.MP.2, CCSS.MATH.DOM.OA"
Maths,Grade 2,Match each number to its rounded value.,Match rounding to nearest 10.,Matching,"47,52,45,55","50,60,50,50","0-0,1-2,2-3,3-1",192,2,CCSS.MATH.CONTENT.2.NBT.A.1,rounding,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NBT"
Maths,Grade 2,Match each unit to what it measures.,Match measurement units.,Matching,"cm,m,L,kg","volume,mass,length,length","0-2,1-3,2-0,3-1",195,1,CCSS.MATH.CONTENT.2.MD.A.1,units,"CCSS.MATH.MP.5, CCSS.MATH.DOM.MD"
Maths,Grade 2,Match each time to the clock.,Match time to half hour.,Matching,"3:00,3:30,6:00,6:30","half past 6,3 o'clock,half past 3,6 o'clock","0-1,1-2,2-3,3-0",198,1,CCSS.MATH.CONTENT.2.MD.C.7,time,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 2,Match each array to the multiplication.,Match arrays to facts.,Matching,"2×5,5×2,4×3,3×4","10,10,12,12","0-1,1-0,2-3,3-2",200,2,CCSS.MATH.CONTENT.2.OA.C.4,arrays,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 2,Match each fraction to the shaded part.,Match half or whole.,Matching,"1/2,1/2,1,1","half shaded,half circle,whole,whole square","0-1,1-0,2-3,3-2",178,1,CCSS.MATH.CONTENT.2.G.A.3,fractions,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 2,Match each sum to the addends.,Match addends to sum.,Matching,"8+7,9+6,5+10,4+11","15,15,15,15","0-2,1-0,2-3,3-1",180,1,CCSS.MATH.CONTENT.2.OA.B.2,addition,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each fraction to its equivalent.,Match equivalent fractions.,Matching,"1/2,1/3,1/4,2/4","2/6,1/2,2/4,2/8","0-1,1-3,2-0,3-2",205,2,CCSS.MATH.CONTENT.3.NF.A.3,equivalents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 3,Match each number to multiple or factor.,Match multiples of 5.,Matching,"15,20,25,30","multiple of 5,multiple of 5,multiple of 5,multiple of 5","0-2,1-0,2-3,3-1",208,1,CCSS.MATH.CONTENT.3.OA.A.1,multiples,"CCSS.MATH.MP.8, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each shape to its area.,Match area in square units.,Matching,"3×4,6×2,4×4,2×8","16,12,12,16","0-1,1-0,2-2,3-3",212,2,CCSS.MATH.CONTENT.3.MD.C.7,area,"CCSS.MATH.MP.4, CCSS.MATH.DOM.MD"
Maths,Grade 3,Match each number to factor of 24.,Match factors.,Matching,"6,8,12,4","factor,factor,factor,factor","0-2,1-0,2-3,3-1",218,2,CCSS.MATH.CONTENT.3.OA.B.5,factors,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each shape to its perimeter.,Match perimeter.,Matching,"4×4 square,3+3+4+4,2×8,5+5+3+3","14,16,16,16","0-1,1-0,2-2,3-3",220,2,CCSS.MATH.CONTENT.3.MD.D.8,perimeter,"CCSS.MATH.MP.2, CCSS.MATH.DOM.MD"
Maths,Grade 3,Match each equation to true or false.,Match number sentences.,Matching,"7×8=56,9×6=54,4×9=36,6×7=42","true,true,true,true","0-2,1-0,2-3,3-1",222,1,CCSS.MATH.CONTENT.3.OA.C.7,equations,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 3,Match each fraction to the number line position.,Match fractions on number line.,Matching,"1/2,1/4,3/4,1","0 to 1,0 to 1,0 to 1,0 to 1","0-1,1-0,2-3,3-2",225,1,CCSS.MATH.CONTENT.3.NF.A.2,number line,"CCSS.MATH.MP.5, CCSS.MATH.DOM.NF"
Maths,Grade 3,Match each shape to quadrilateral or not.,Match shape types.,Matching,"square,rectangle,triangle,rhombus","not quad,quad,quad,quad","0-1,1-0,2-2,3-3",228,1,CCSS.MATH.CONTENT.3.G.A.1,quadrilaterals,"CCSS.MATH.MP.7, CCSS.MATH.DOM.G"
Maths,Grade 4,Match each decimal to the fraction.,Match decimals and fractions.,Matching,"0.5,0.25,0.75,0.1","1/10,1/2,3/4,1/4","0-1,1-3,2-2,3-0",232,2,CCSS.MATH.CONTENT.4.NF.C.6,decimals,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 4,Match each number to prime or composite.,Match prime and composite.,Matching,"2,4,5,6","composite,prime,composite,prime","0-1,1-0,2-3,3-2",235,2,CCSS.MATH.CONTENT.4.OA.B.4,prime,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 4,Match each angle type to its measure.,Match angle types.,Matching,"acute,right,obtuse,straight","90°,less than 90°,180°,greater than 90°","0-1,1-0,2-3,3-2",238,1,CCSS.MATH.CONTENT.4.MD.C.5,angles,"CCSS.MATH.MP.5, CCSS.MATH.DOM.MD"
Maths,Grade 4,Match each fraction to 3/4 equivalent.,Match equivalent to 3/4.,Matching,"6/8,9/12,75/100,2/3","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",242,2,CCSS.MATH.CONTENT.4.NF.A.1,equivalents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NF"
Maths,Grade 4,Match each factor pair to the product.,Match factor pairs.,Matching,"6×6,7×6,8×5,9×4","42,40,36,36","0-2,1-3,2-0,3-1",248,2,CCSS.MATH.CONTENT.4.OA.B.4,factors,"CCSS.MATH.MP.7, CCSS.MATH.DOM.OA"
Maths,Grade 4,Match each unit to the type of measurement.,Match measurement.,Matching,"meter,liter,gram,second","mass,time,length,volume","0-2,1-3,2-0,3-1",250,1,CCSS.MATH.CONTENT.4.MD.A.1,units,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 4,Match each expression to its value.,Match multiplication comparison.,Matching,"2×6,3×4,12,4+4+4","12,12,12,12","0-2,1-0,2-3,3-1",252,1,CCSS.MATH.CONTENT.4.OA.A.1,expressions,"CCSS.MATH.MP.2, CCSS.MATH.DOM.OA"
Maths,Grade 4,Match each shape to its lines.,Match parallel and perpendicular.,Matching,"square,rectangle,trapezoid,triangle","2 pairs parallel,2 pairs parallel,1 pair parallel,none","0-1,1-0,2-2,3-3",255,1,CCSS.MATH.CONTENT.4.G.A.2,lines,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 5,Match each fraction to its decimal.,Match fractions and decimals.,Matching,"1/2,1/4,3/4,1/5","0.25,0.5,0.75,0.2","0-1,1-0,2-2,3-3",262,2,CCSS.MATH.CONTENT.5.NF.A.1,fractions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Match each expression to 1.,Match expressions equal to 1.,Matching,"4/4,0.5+0.5,2/3+1/3,1/2+1/2","1,1,1,1","0-2,1-0,2-3,3-1",265,2,CCSS.MATH.CONTENT.5.NF.A.1,equivalence,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Match each shape to parallel sides or not.,Match 2D attributes.,Matching,"square,rectangle,trapezoid,equilateral triangle","yes,yes,yes,no","0-1,1-0,2-2,3-3",268,1,CCSS.MATH.CONTENT.5.G.B.3,attributes,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 5,Match each multiplication to the product.,Match fraction times whole.,Matching,"1/2×4,3×1/4,2/5×10,1/3×6","2,4,3/4,4","0-0,1-2,2-3,3-1",272,2,CCSS.MATH.CONTENT.5.NF.B.4,fraction multiply,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NF"
Maths,Grade 5,Match each prism to its volume.,Match volume.,Matching,"2×3×4,6×2×2,5×5×1,8×3×1","25,24,24,24","0-2,1-0,2-3,3-1",275,2,CCSS.MATH.CONTENT.5.MD.C.5,volume,"CCSS.MATH.MP.4, CCSS.MATH.DOM.MD"
Maths,Grade 5,Match each expression to 20.,Match equivalent to 20.,Matching,"4×5,2×10,100÷5,15+5","20,20,20,20","0-2,1-0,2-3,3-1",278,1,CCSS.MATH.CONTENT.5.OA.A.1,expressions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.OA"
Maths,Grade 5,Match each metric unit to what it measures.,Match metric units.,Matching,"meter,kilogram,liter,Celsius","mass,length,temperature,volume","0-1,1-0,2-3,3-2",280,1,CCSS.MATH.CONTENT.5.MD.A.1,metric,"CCSS.MATH.MP.6, CCSS.MATH.DOM.MD"
Maths,Grade 5,Match each percent to the fraction.,Match percent and fraction.,Matching,"50%,25%,75%,10%","1/4,1/2,3/4,1/10","0-1,1-0,2-2,3-3",282,2,CCSS.MATH.CONTENT.5.NBT.A.3,percent,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NBT"
Maths,Grade 6,Match each ratio to its equivalent.,Match equivalent ratios.,Matching,"2:3,4:6,6:9,1:2","2:4,2:3,2:3,2:3","0-1,1-0,2-3,3-2",288,2,CCSS.MATH.CONTENT.6.RP.A.3,ratios,"CCSS.MATH.MP.2, CCSS.MATH.DOM.RP"
Maths,Grade 6,Match each number to positive negative or zero.,Match integers.,Matching,"-3,0,5,-1/2","zero,negative,positive,negative","0-1,1-0,2-2,3-3",290,1,CCSS.MATH.CONTENT.6.NS.C.5,integers,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 6,Match each inequality to the solution.,Match inequalities.,Matching,"x+5>10,x+3<8,x-2≥4,x≤5","x≥6,x≤5,x>5,x<5","0-2,1-3,2-0,3-1",292,2,CCSS.MATH.CONTENT.6.EE.B.8,inequalities,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 6,Match each expression to 3x when x=2.,Match expressions.,Matching,"6,x+x+x,3×2,2+3","5,6,6,6","0-1,1-2,2-3,3-0",295,2,CCSS.MATH.CONTENT.6.EE.A.2,expressions,"CCSS.MATH.MP.6, CCSS.MATH.DOM.EE"
Maths,Grade 6,Match each number to factor of 48.,Match factors.,Matching,"6,8,12,16","not factor,factor,factor,factor","0-1,1-2,2-3,3-0",300,2,CCSS.MATH.CONTENT.6.NS.B.4,factors,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NS"
Maths,Grade 6,Match each triangle to area 12.,Match area of triangle.,Matching,"base 6 height 4,base 8 height 3,base 5 height 5,base 4 height 6","12.5,12,12,12","0-2,1-0,2-3,3-1",302,2,CCSS.MATH.CONTENT.6.G.A.1,area,"CCSS.MATH.MP.4, CCSS.MATH.DOM.G"
Maths,Grade 6,Match each representation to 1/4.,Match equivalent forms.,Matching,"0.25,25%,1/4,2/8","1/4,1/4,1/4,1/4","0-2,1-0,2-3,3-1",305,2,CCSS.MATH.CONTENT.6.RP.A.3,equivalents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.RP"
Maths,Grade 7,Match each expression to -(-5).,Match equivalent expressions.,Matching,"+5,5,-5,0-(-5)","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",312,1,CCSS.MATH.CONTENT.7.NS.A.1,rationals,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 7,Match each equation to its solution.,Match solve equations.,Matching,"2x+1=9,3x-2=7,x/2=5,4x=20","x=10,x=3,x=5,x=5","0-1,1-2,2-3,3-0",315,2,CCSS.MATH.CONTENT.7.EE.B.4,equations,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 7,Match each ratio to proportional.,Match proportional.,Matching,"6:8,9:12,12:16,5:6","not,proportional,proportional,proportional","0-1,1-2,2-3,3-0",318,2,CCSS.MATH.CONTENT.7.RP.A.2,proportional,"CCSS.MATH.MP.7, CCSS.MATH.DOM.RP"
Maths,Grade 7,Match each event to its probability.,Match probability.,Matching,"heads on coin,1 on die,even on die,red from 2R 2B","1/6,1/2,1/2,1/2","0-1,1-0,2-2,3-3",320,2,CCSS.MATH.CONTENT.7.SP.C.7,probability,"CCSS.MATH.MP.2, CCSS.MATH.DOM.SP"
Maths,Grade 7,Match each expression to 5x.,Match equivalent to 5x.,Matching,"2x+3x,x+4x,10x-5x,6x-x","5x,5x,5x,5x","0-2,1-0,2-3,3-1",325,1,CCSS.MATH.CONTENT.7.EE.A.1,combine terms,"CCSS.MATH.MP.7, CCSS.MATH.DOM.EE"
Maths,Grade 7,Match each percent to 30% of 80.,Match percent problems.,Matching,"24,0.3×80,3/10×80,30×80","incorrect,correct,correct,correct","0-1,1-2,2-3,3-0",328,2,CCSS.MATH.CONTENT.7.RP.A.3,percent,"CCSS.MATH.MP.2, CCSS.MATH.DOM.RP"
Maths,Grade 7,Match each formula to area or perimeter.,Match area formulas.,Matching,"length×width,1/2 base×height,πr²,2πr","perimeter,area,area,area","0-1,1-2,2-3,3-0",330,2,CCSS.MATH.CONTENT.7.G.B.6,formulas,"CCSS.MATH.MP.4, CCSS.MATH.DOM.G"
Maths,Grade 7,Match each number to rational or irrational.,Match number types.,Matching,"1/2,-3,0.5,√2","irrational,rational,rational,rational","0-1,1-2,2-3,3-0",332,2,CCSS.MATH.CONTENT.7.NS.A.2,rationals,"CCSS.MATH.MP.6, CCSS.MATH.DOM.NS"
Maths,Grade 8,Match each expression to 2³.,Match integer exponents.,Matching,"8,2×2×2,4×2,2+2+2","not,equivalent,equivalent,not","0-1,1-2,2-3,3-0",338,1,CCSS.MATH.CONTENT.8.EE.A.1,exponents,"CCSS.MATH.MP.7, CCSS.MATH.DOM.EE"
Maths,Grade 8,Match each equation to its solutions.,Match square roots.,Matching,"x²=16,x²=4,x²=0,x²=-1","no real,±4,±2,0","0-1,1-2,2-3,3-0",340,2,CCSS.MATH.CONTENT.8.EE.A.2,equations,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 8,Match each relation to function or not.,Match functions.,Matching,"each input one output,vertical line test passes,y=2x,x²+y²=1","not,function,function,function","0-1,1-2,2-3,3-0",342,2,CCSS.MATH.CONTENT.8.F.A.1,functions,"CCSS.MATH.MP.7, CCSS.MATH.DOM.F"
Maths,Grade 8,Match each equation to slope 2.,Match slope.,Matching,"y=2x+1,y=2x-3,y=-2x,x/2+y=1","not,slope 2,slope 2,not","0-1,1-2,2-3,3-0",345,2,CCSS.MATH.CONTENT.8.EE.B.6,slope,"CCSS.MATH.MP.2, CCSS.MATH.DOM.EE"
Maths,Grade 8,Match each triple to Pythagorean.,Match Pythagorean triples.,Matching,"3-4-5,5-12-13,4-5-6,6-8-10","no,yes,yes,yes","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.8.G.B.7,Pythagorean,"CCSS.MATH.MP.2, CCSS.MATH.DOM.G"
Maths,Grade 8,Match each number to rational or irrational.,Match irrational.,Matching,"√2,π,0.5,1/3","rational,rational,irrational,irrational","0-2,1-3,2-0,3-1",335,2,CCSS.MATH.CONTENT.8.NS.A.1,irrational,"CCSS.MATH.MP.7, CCSS.MATH.DOM.NS"
Maths,Grade 8,Match each transformation to rigid or not.,Match transformations.,Matching,"translation,rotation,reflection,dilation","not rigid,rigid,rigid,rigid","0-1,1-2,2-3,3-0",332,2,CCSS.MATH.CONTENT.8.G.A.1,transformations,"CCSS.MATH.MP.5, CCSS.MATH.DOM.G"
Maths,Grade 8,Match each equation to linear or not.,Match linear.,Matching,"y=3x,y=x²,y-2=4(x-1),xy=10","not,linear,not,linear","0-1,1-0,2-3,3-2",328,2,CCSS.MATH.CONTENT.8.F.B.4,linear,"CCSS.MATH.MP.4, CCSS.MATH.DOM.F"
Maths,Grade 9,Match each expression to (x+2)(x-2).,Match equivalent expressions.,Matching,"x²-4,(x+2)(x-2),x²+4x-4,x²-4x+4","not,equivalent,equivalent,not","0-1,1-2,2-3,3-0",338,2,CCSS.MATH.CONTENT.HSA.SSE.A.2,algebra,"CCSS.MATH.MP.7, CCSS.MATH.A-SSE"
Maths,Grade 9,Match each root to x²-5x+6=0.,Match solve quadratics.,Matching,"2,3,1,6","not,solution,solution,not","0-1,1-2,2-3,3-0",340,2,CCSS.MATH.CONTENT.HSA.REI.B.4,quadratics,"CCSS.MATH.MP.2, CCSS.MATH.A-REI"
Maths,Grade 9,Match each function to domain all reals.,Match domain.,Matching,"f(x)=x²,f(x)=1/x,f(x)=√x,f(x)=2x+1","not,all reals,not,all reals","0-1,1-0,2-3,3-2",342,2,CCSS.MATH.CONTENT.HSF.IF.A.1,domain,"CCSS.MATH.MP.2, CCSS.MATH.F-IF"
Maths,Grade 9,Match each equation to the same line.,Match line equations.,Matching,"y=2x+1,2x-y=-1,y-3=2(x-1),x/2-y/2=1","same line,same line,same line,same line","0-2,1-0,2-3,3-1",345,2,CCSS.MATH.CONTENT.HSA.CED.A.2,lines,"CCSS.MATH.MP.4, CCSS.MATH.A-CED"
Maths,Grade 9,Match each factor to x²-9.,Match polynomial factoring.,Matching,"x-3,x+3,x-9,x+9","not,factor,factor,not","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSA.APR.A.1,factoring,"CCSS.MATH.MP.7, CCSS.MATH.A-APR"
Maths,Grade 9,Match each inequality to solution x>3.,Match inequalities.,Matching,"2x>6,x-1>2,3x<9,-x>-3","no,yes,yes,no","0-1,1-2,2-3,3-0",335,2,CCSS.MATH.CONTENT.HSA.REI.B.3,inequalities,"CCSS.MATH.MP.2, CCSS.MATH.A-REI"
Maths,Grade 9,Match each function to exponential growth.,Match exponential.,Matching,"y=2^x,y=(1/2)^x,y=2(3)^x,y=5-x","decay,growth,growth,not","0-1,1-0,2-2,3-3",332,2,CCSS.MATH.CONTENT.HSF.LE.A.1,exponential,"CCSS.MATH.MP.4, CCSS.MATH.F-LE"
Maths,Grade 9,Match each identity to true for all x.,Match identities.,Matching,"(x+1)²=x²+2x+1,x²-1=(x-1)(x+1),x+1=2,x²=x","not,identity,identity,not","0-1,1-2,2-3,3-0",328,2,CCSS.MATH.CONTENT.HSA.REI.A.1,identities,"CCSS.MATH.MP.7, CCSS.MATH.A-REI"
Maths,Grade 9,Match each expression to log(100).,Match logarithms.,Matching,"2,log 10²,log 50+log 2,1","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",330,2,CCSS.MATH.CONTENT.HSF.LE.A.4,logarithms,"CCSS.MATH.MP.6, CCSS.MATH.F-LE"
Maths,Grade 10,Match each pair to similar triangles.,Match similarity.,Matching,"30-60-90 and 30-60-90,all equilateral,3-4-5 and 6-8-10,2-3-4 and 4-6-8","not,similar,similar,similar","0-1,1-2,2-3,3-0",342,2,CCSS.MATH.CONTENT.HSG.SRT.A.2,similarity,"CCSS.MATH.MP.2, CCSS.MATH.G-SRT"
Maths,Grade 10,Match each expression to sin²θ+cos²θ.,Match trig identities.,Matching,"1,sin²θ+cos²θ,(sin θ)²+(cos θ)²,0","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",340,2,CCSS.MATH.CONTENT.HSF.TF.C.8,trig,"CCSS.MATH.MP.7, CCSS.MATH.F-TF"
Maths,Grade 10,Match each vector to same direction.,Match vectors.,Matching,"⟨2,4⟩,⟨1,2⟩,⟨-2,-4⟩,⟨4,2⟩","not,same,same,same","0-1,1-2,2-3,3-0",345,2,CCSS.MATH.CONTENT.HSN.VM.A.2,vectors,"CCSS.MATH.MP.2, CCSS.MATH.N-VM"
Maths,Grade 10,Match each equation to number of solutions.,Match solutions.,Matching,"x²=4,x²=-1,x²=0,(x-1)(x-2)=0","one,two,two,two","0-1,1-2,2-3,3-0",348,2,CCSS.MATH.CONTENT.HSA.REI.B.4,solutions,"CCSS.MATH.MP.3, CCSS.MATH.A-REI"
