Subject,Grade,QuestionText,Description,questionType,leftItems,rightItems,correctPairs,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Maths,Grade 11,Match each expression to i².,Match complex numbers.,Matching,"-1,i·i,√(-1)·√(-1),1","not,equivalent,equivalent,equivalent","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSN.CN.A.1,complex,"CCSS.MATH.MP.7, CCSS.MATH.N-CN"
Maths,Grade 11,Match each function to one-to-one.,Match one-to-one.,Matching,"f(x)=x,f(x)=x³,f(x)=x²,f(x)=2x+1","no,yes,yes,yes","0-1,1-2,2-3,3-0",348,2,CCSS.MATH.CONTENT.HSF.BF.B.4,inverse,"CCSS.MATH.MP.2, CCSS.MATH.F-BF"
Maths,Grade 11,Match each identity to equals 1.,Match trig identities.,Matching,"sin²x+cos²x,tan x·cot x,(x+1)/(x+1),x/x","1,1,1,1","0-2,1-0,2-3,3-1",362,2,CCSS.MATH.CONTENT.HSF.TF.C.8,trig,"CCSS.MATH.MP.7, CCSS.MATH.F-TF"
Maths,Grade 11,Match each distribution to mean 0.,Match distributions.,Matching,"normal mean 0,-1 0 1,uniform -2 to 2,1 2 3 4","not,mean 0,mean 0,mean 0","0-1,1-2,2-3,3-0",354,2,CCSS.MATH.CONTENT.HSS.ID.A.4,distributions,"CCSS.MATH.MP.2, CCSS.MATH.S-ID"
Maths,Grade 11,Match each graph feature to the graph. {math_match_g11_graph.png},Match the four features to the graph in the image.,Matching,"feature A,feature B,feature C,feature D","incorrect,correct,incorrect,correct","0-1,1-0,2-3,3-2",365,2,CCSS.MATH.CONTENT.HSF.IF.C.7,graphs,"CCSS.MATH.MP.5, CCSS.MATH.F-IF"
Maths,Grade 11,Match each property to log(ab).,Match log properties.,Matching,"log a+log b,log a·log b,log(a+b),log a - log(1/b)","incorrect,correct,incorrect,correct","0-1,1-0,2-3,3-2",360,2,CCSS.MATH.CONTENT.HSF.LE.A.4,logarithms,"CCSS.MATH.MP.7, CCSS.MATH.F-LE"
Maths,Grade 11,Match each pair to multipliable matrices.,Match matrix multiplication.,Matching,"2×3 and 3×2,2×2 and 2×2,3×1 and 1×3,2×3 and 2×3","no,yes,yes,yes","0-1,1-2,2-3,3-0",348,2,CCSS.MATH.CONTENT.HSN.VM.C.8,matrices,"CCSS.MATH.MP.4, CCSS.MATH.N-VM"
Maths,Grade 11,Match each formula to conditional probability.,Match P(A|B).,Matching,"P(A and B)/P(B),P(B and A)/P(B),P(A)P(B),P(A or B)","not,conditional,conditional,not","0-1,1-2,2-3,3-0",368,2,CCSS.MATH.CONTENT.HSS.CP.A.3,probability,"CCSS.MATH.MP.2, CCSS.MATH.S-CP"
Maths,Grade 11,Match each sequence to convergent.,Match sequences.,Matching,"1/2 1/4 1/8,1+1+1+1,sum 1/n²,(1.1)^n","not,convergent,not,convergent","0-1,1-0,2-3,3-2",370,2,CCSS.MATH.CONTENT.HSF.BF.A.2,sequences,"CCSS.MATH.MP.8, CCSS.MATH.F-BF"
Maths,Grade 12,Match each expression to ∫x dx.,Match integration.,Matching,"x²/2+C,x²/2,(1/2)x²+C,x²","not,antiderivative,antiderivative,antiderivative","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSF.C.9,integration,"CCSS.MATH.MP.6, CCSS.MATH.CONTENT.S"
Maths,Grade 12,Match each value to valid probability.,Match probability axioms.,Matching,"0,0.5,1,1.5","invalid,valid,valid,valid","0-1,1-2,2-3,3-0",350,1,CCSS.MATH.CONTENT.HSS.MD.A.3,probability,"CCSS.MATH.MP.2, CCSS.MATH.S-MD"
Maths,Grade 12,Match each method to proof for all n.,Match proof methods.,Matching,"mathematical induction,direct proof for all n,counterexample,single example","no,yes,yes,no","0-1,1-2,2-3,3-0",350,3,CCSS.MATH.CONTENT.HSA.REI.A.1,proof,"CCSS.MATH.MP.3, CCSS.MATH.A-REI"
Maths,Grade 12,Match each form to same complex number.,Match complex form.,Matching,"3+4i,5(cos θ+i sin θ),3-4i,5","same for some θ,same,same,same","0-1,1-0,2-2,3-3",370,2,CCSS.MATH.CONTENT.HSN.CN.B.4,complex,"CCSS.MATH.MP.7, CCSS.MATH.N-CN"
Maths,Grade 12,Match each length to the diagram. {math_match_g12_diag.png},Match the four lengths to the circle diagram in the image.,Matching,"length A,length B,length C,length D","not,equal,equal,not","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSG.C.A.2,circle theorems,"CCSS.MATH.MP.5, CCSS.MATH.G-C"
Maths,Grade 12,Match each expression to d/dx(x²).,Match derivatives.,Matching,"2x,x+x,limit definition,3x","incorrect,correct,correct,correct","0-1,1-2,2-3,3-0",376,2,CCSS.MATH.CONTENT.HSF.C.7,derivatives,"CCSS.MATH.MP.6, CCSS.MATH.CONTENT.S"
Maths,Grade 12,Match each function to continuous on reals.,Match continuity.,Matching,"polynomial,sin x,e^x,1/x","no,yes,yes,yes","0-1,1-2,2-3,3-0",371,2,CCSS.MATH.CONTENT.HSF.IF.C.9,continuity,"CCSS.MATH.MP.2, CCSS.MATH.F-IF"
Maths,Grade 12,Match each description to independent events.,Match independence.,Matching,"P(A and B)=P(A)P(B),P(A|B)=P(A),A does not affect B,P(A or B)=P(A)+P(B)","disjoint,independent,independent,independent","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSS.CP.A.2,independence,"CCSS.MATH.MP.2, CCSS.MATH.S-CP"
Maths,Grade 12,Match each formula to Σ(1 to n) k.,Match summation.,Matching,"n(n+1)/2,1+2+...+n,n²/2,n(n+1)","not,same,same,not","0-1,1-2,2-3,3-0",374,2,CCSS.MATH.CONTENT.HSF.BF.A.2,summation,"CCSS.MATH.MP.8, CCSS.MATH.F-BF"
Maths,Grade 12,Match each vector to unit vector.,Match unit vectors.,Matching,"⟨1,0⟩,⟨0,1⟩,⟨1,1⟩,⟨2,0⟩","not,unit,unit,not","0-1,1-2,2-3,3-0",350,2,CCSS.MATH.CONTENT.HSN.VM.A.2,vectors,"CCSS.MATH.MP.6, CCSS.MATH.N-VM"
