Subject,Grade,QuestionText,Description,questionType,optionA,optionB,optionC,optionD,correctAnswers,difficultyLevel,dokLevel,standard,contentFocus,Competencies
English,Grade 11,Which words indicate author's stance?,Select stance indicators,MultipleSelect,clearly,unfortunately,measured,reported,"[A,B]",348,2,CCSS.ELA.RI.11-12.6,stance and rhetoric,"CCSS.ELA.CCR.R.6, CCSS.ELA.CCR.L.5"
English,Grade 11,Which two evaluate effectiveness of argument?,Select effectiveness criteria,MultipleSelect,length only,reasoning soundness,typos,evidence quality,"[B,D]",350,2,CCSS.ELA.RI.11-12.8,evaluate argument,"CCSS.ELA.CCR.R.8, CCSS.ELA.CCR.SL.3"
English,Grade 12,Which two are multiple themes with complexity?,Select complex themes,MultipleSelect,thematic tension,page number,one word,main and subordinate themes,"[A,D]",350,2,CCSS.ELA.RL.11-12.2,complex themes,"CCSS.ELA.CCR.R.2, CCSS.ELA.CCR.R.9"
English,Grade 12,Which are rhetorical strategies in persuasion?,Select rhetorical strategies,MultipleSelect,ethos,typo,random,pathos,"[A,D]",350,2,CCSS.ELA.RI.11-12.6,rhetoric and persuasion,"CCSS.ELA.CCR.R.6, CCSS.ELA.CCR.R.8"
English,Grade 12,Which two synthesize information across sources?,Select synthesis,MultipleSelect,ignore conflict,one source only,compare multiple authors,integrate evidence,"[C,D]",350,2,CCSS.ELA.RI.11-12.7,synthesis,"CCSS.ELA.CCR.R.9, CCSS.ELA.CCR.W.7"
English,Grade 12,Which words show rhetorical effect?,Select rhetorical effect,MultipleSelect,typo,plain word,repetition for emphasis,parallel structure,"[C,D]",348,2,CCSS.ELA.L.11-12.5,rhetorical effect,"CCSS.ELA.CCR.L.5, CCSS.ELA.CCR.R.4"
English,Grade 12,From the table and graph which two findings are stated? {img:ela_g12_q5.png} (Select all that apply),Select findings from table and graph,MultipleSelect,finding 1,decoration only,title only,finding 2,"[A,D]",350,2,CCSS.ELA.RI.11-12.7,multiple formats,"CCSS.ELA.CCR.R.7, CCSS.ELA.CCR.R.10"
English,Grade 12,Which two analyze how author addresses conflicting evidence?,Select handling of conflict,MultipleSelect,ignores,qualifies claim,acknowledges then refutes,changes subject,"[B,C]",350,2,CCSS.ELA.RI.11-12.8,conflicting evidence,"CCSS.ELA.CCR.R.8, CCSS.ELA.CCR.W.1"
English,Grade 12,Which are conventions of formal writing?,Select formal conventions,MultipleSelect,third person where appropriate,avoid contractions,slang,text speak,"[A,B]",348,2,CCSS.ELA.L.11-12.3,formal conventions,"CCSS.ELA.CCR.L.3, CCSS.ELA.CCR.W.4"
English,Grade 12,Which two evaluate how author uses rhetoric?,Select rhetoric evaluation,MultipleSelect,page count,use of evidence,typos,appeal to audience,"[B,D]",350,2,CCSS.ELA.RI.11-12.6,evaluate rhetoric,"CCSS.ELA.CCR.R.6, CCSS.ELA.CCR.SL.3"
English,Grade 12,Which words are precise in academic writing?,Select precise academic words,MultipleSelect,thing,demonstrate,get,indicate,"[B,D]",348,2,CCSS.ELA.L.11-12.6,academic vocabulary,"CCSS.ELA.CCR.L.6, CCSS.ELA.CCR.W.4"
English,Grade 12,Which two compare how texts from different periods treat theme?,Select cross-period comparison,MultipleSelect,same author,different historical context,page count,different style,"[B,D]",350,2,CCSS.ELA.RL.11-12.9,compare across periods,"CCSS.ELA.CCR.R.9, CCSS.ELA.CCR.R.2"
