Subject,Grade,QuestionText,Description,questionType,optionA,optionB,optionC,optionD,correctAnswers,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Maths,Grade 11,Which two equal 1 for all x?,Select identities,MultipleSelect,sin²x+cos²x,tan x·cot x,(x+1)/(x+1),x/x,"[A,B,C,D]",362,2,CCSS.MATH.CONTENT.HSF.TF.C.8,trig identities,"CCSS.MATH.MP.7, CCSS.MATH.F-TF"
Maths,Grade 11,Which distributions have mean 0?,Select symmetric about 0,MultipleSelect,normal mean 0,-1 0 1,uniform -2 to 2,1 2 3 4,"[A,B,C]",354,2,CCSS.MATH.CONTENT.HSS.ID.A.4,distribution shape,"CCSS.MATH.MP.2, CCSS.MATH.S-ID"
Maths,Grade 11,In the graph which two features are correct? {math_ms_g11_q5.png} (Select all that apply),Select correct graph features,MultipleSelect,feature A,feature B,feature C,feature D,"[A,C]",365,2,CCSS.MATH.CONTENT.HSF.IF.C.7,graph analysis,"CCSS.MATH.MP.5, CCSS.MATH.F-IF"
Maths,Grade 11,Which are correct for log(ab)?,Select log properties,MultipleSelect,log a+log b,log a·log b,log(a+b),log a - log(1/b),"[A,D]",360,2,CCSS.MATH.CONTENT.HSF.LE.A.4,logarithm properties,"CCSS.MATH.MP.7, CCSS.MATH.F-LE"
Maths,Grade 11,Which two matrices can be multiplied?,Select compatible dimensions,MultipleSelect,2×3 and 3×2,2×2 and 2×2,3×1 and 1×3,2×3 and 2×3,"[A,B,C]",355,2,CCSS.MATH.CONTENT.HSN.VM.C.8,matrix multiplication,"CCSS.MATH.MP.4, CCSS.MATH.N-VM"
Maths,Grade 11,Which represent conditional probability?,Select P(A|B) form,MultipleSelect,P(A and B)/P(B),P(B and A)/P(B),P(A)P(B),P(A or B),"[A,B]",368,2,CCSS.MATH.CONTENT.HSS.CP.A.3,conditional probability,"CCSS.MATH.MP.2, CCSS.MATH.S-CP"
Maths,Grade 11,Which are polynomial functions?,Select polynomials,MultipleSelect,f(x)=x³-2x,f(x)=1/x,f(x)=√x,f(x)=2^x,"[A]",357,2,CCSS.MATH.CONTENT.HSA.APR.A.1,polynomials,"CCSS.MATH.MP.7, CCSS.MATH.A-APR"
Maths,Grade 11,Which two converge?,Select convergent series or sequences,MultipleSelect,1/2 1/4 1/8,1+1+1+1,sum 1/n²,(1.1)^n,"[A,C]",370,2,CCSS.MATH.CONTENT.HSF.BF.A.2,sequences series,"CCSS.MATH.MP.8, CCSS.MATH.F-BF"
Maths,Grade 12,Which two are equivalent to ∫x dx?,Select antiderivatives of x,MultipleSelect,x²/2+C,x²/2,(1/2)x²+C,x²,"[A,B,C]",372,2,CCSS.MATH.CONTENT.HSF.C.9,integration,"CCSS.MATH.MP.6, CCSS.MATH.CONTENT.S"
Maths,Grade 12,Which are valid probability values?,Select valid probabilities,MultipleSelect,0,0.5,1,1.5,"[A,B,C]",375,1,CCSS.MATH.CONTENT.HSS.MD.A.3,probability axioms,"CCSS.MATH.MP.2, CCSS.MATH.S-MD"
Maths,Grade 12,Which two methods prove statements for all n?,Select proof methods,MultipleSelect,mathematical induction,direct proof for all n,counterexample,single example,"[A,B]",378,3,CCSS.MATH.CONTENT.HSA.REI.A.1,proof,"CCSS.MATH.MP.3, CCSS.MATH.A-REI"
Maths,Grade 12,Which represent the same complex number?,Select equivalent forms,MultipleSelect,3+4i,5(cos θ+i sin θ) for appropriate θ,3-4i,5,"[A,B]",370,2,CCSS.MATH.CONTENT.HSN.CN.B.4,complex form,"CCSS.MATH.MP.7, CCSS.MATH.N-CN"
Maths,Grade 12,From the diagram which two lengths are equal? {math_ms_g12_q5.png} (Select all that apply),Select equal lengths from diagram,MultipleSelect,length A,length B,length C,length D,"[A,B]",380,2,CCSS.MATH.CONTENT.HSG.C.A.2,circle theorems,"CCSS.MATH.MP.5, CCSS.MATH.G-C"
Maths,Grade 12,Which two are correct for d/dx(x²)?,Select derivative of x²,MultipleSelect,2x,x+x,limit definition gives 2x,3x,"[A,B,C]",376,2,CCSS.MATH.CONTENT.HSF.C.7,derivatives,"CCSS.MATH.MP.6, CCSS.MATH.CONTENT.S"
Maths,Grade 12,Which are continuous on all reals?,Select continuous functions,MultipleSelect,polynomial,sin x,e^x,1/x,"[A,B,C]",371,2,CCSS.MATH.CONTENT.HSF.IF.C.9,continuity,"CCSS.MATH.MP.2, CCSS.MATH.F-IF"
Maths,Grade 12,Which two describe independent events?,Select independence,MultipleSelect,P(A and B)=P(A)P(B),P(A|B)=P(A),occurrence of A does not affect B,P(A or B)=P(A)+P(B),"[A,B,C]",382,2,CCSS.MATH.CONTENT.HSS.CP.A.2,independent events,"CCSS.MATH.MP.2, CCSS.MATH.S-CP"
Maths,Grade 12,Which equal the same as Σ(1 to n) k?,Select sum formulas,MultipleSelect,n(n+1)/2,1+2+...+n,n²/2,n(n+1),"[A,B]",374,2,CCSS.MATH.CONTENT.HSF.BF.A.2,summation,"CCSS.MATH.MP.8, CCSS.MATH.F-BF"
Maths,Grade 12,Which two are unit vectors?,Select unit vectors,MultipleSelect,⟨1,0⟩,⟨0,1⟩,⟨1,1⟩,⟨2,0⟩,"[A,B]",385,2,CCSS.MATH.CONTENT.HSN.VM.A.2,vector magnitude,"CCSS.MATH.MP.6, CCSS.MATH.N-VM"
