Subject,Grade,QuestionText,Description,questionType,blankOptions,blankCorrects,difficultyLevel,dokLevel,standard,contentFocus,Competencies
Maths,Grade 11,"For a normal distribution about ___% of data lies within 1 standard deviation of the mean.",Recall empirical rule.,FillInBlank,"50,68,95",B,210,2,CCSS.MATH.CONTENT.HSS.ID.A.4,Normal distribution,CCSS.MATH.MP.8 CCSS.MATH.S-ID
Maths,Grade 11,"The radian measure of 180° is ___. The radian measure of 90° is ___.",Convert degrees to radians; two blanks.,FillInBlank,"π/2,π,2π; π/2,π,2π","B;A",198,2,CCSS.MATH.CONTENT.HSF.TF.A.1,Radian measure,CCSS.MATH.MP.6 CCSS.MATH.F-TF
Maths,Grade 11,"A survey of 200 people found 80 yes. The sample proportion is ___. {math_fitb_g11_q6.png}",Word problem: image shows survey; proportion.,FillInBlank,"0.25,0.4,0.8",B,218,2,CCSS.MATH.CONTENT.HSS.IC.A.1,Sample proportion,CCSS.MATH.MP.4 CCSS.MATH.S-IC
Maths,Grade 11,"The identity sin²θ + cos²θ = ___. So sin²(0) + cos²(0) = ___.",Pythagorean identity; two blanks.,FillInBlank,"0,1,2; 0,1,2","B;B",208,2,CCSS.MATH.CONTENT.HSF.TF.C.8,Trig identities,CCSS.MATH.MP.8 CCSS.MATH.F-TF
Maths,Grade 11,"An arithmetic sequence with first term 3 and common difference 2 has 10th term ___.",Find term of sequence.,FillInBlank,"20,21,23",B,225,2,CCSS.MATH.CONTENT.HSF.BF.A.2,Arithmetic sequence,CCSS.MATH.MP.2 CCSS.MATH.F-BF
Maths,Grade 11,"A box has volume 60. If length is 5 and width is 4 then height is ___.",Word problem: volume.,FillInBlank,"2,3,4",B,200,2,CCSS.MATH.CONTENT.HSG.GMD.A.3,Volume of rectangular prism,CCSS.MATH.MP.1 CCSS.MATH.G-GMD
Maths,Grade 11,"The inequality x² > 9 holds when x > 3 or x < ___.",Solve inequality.,FillInBlank,"-2,-3,0",B,235,2,CCSS.MATH.CONTENT.HSA.REI.B.4,Quadratic inequality,CCSS.MATH.MP.1 CCSS.MATH.A-REI
Maths,Grade 12,"The limit as x approaches 0 of sin(x)/x is ___.",Limit (calculus).,FillInBlank,"0,0.5,1",C,265,3,CCSS.MATH.CONTENT.HSF.IF.C.7,Limit of function,CCSS.MATH.MP.7 CCSS.MATH.F-IF
Maths,Grade 12,"The definite integral ∫₀¹ x² dx equals ___.",Definite integral.,FillInBlank,"1/2,1/3,1/4",B,270,3,CCSS.MATH.CONTENT.HSF.CED.A.1,Integral of power,CCSS.MATH.MP.2 CCSS.MATH.A-CED
Maths,Grade 12,"A hypothesis test rejects H₀ when the p-value is ___ than α.",Compare p-value to alpha.,FillInBlank,"greater,less,same",B,255,2,CCSS.MATH.CONTENT.HSS.IC.B.5,Hypothesis testing,CCSS.MATH.MP.3 CCSS.MATH.S-IC
Maths,Grade 12,"The number e is approximately ___. The number π is approximately ___.",Recall constants; two blanks.,FillInBlank,"2.5,2.72,3.14; 3.14,3.41,3.72","B;A",215,2,CCSS.MATH.CONTENT.HSF.LE.A.1,Natural base e,CCSS.MATH.MP.8 CCSS.MATH.F-LE
Maths,Grade 12,"The vector (3, 4) has magnitude ___. The vector (6, 8) has magnitude ___.",Vector magnitudes; two blanks.,FillInBlank,"5,6,7; 9,10,11","A;B",250,2,CCSS.MATH.CONTENT.HSN.VM.A.2,Vector magnitude,CCSS.MATH.MP.6 CCSS.MATH.N-VM
Maths,Grade 12,"A 95% confidence interval means we are 95% ___ that the parameter lies in the interval. {math_fitb_g12_q6.png}",Word problem: image shows CI; choose word.,FillInBlank,"certain,confident,lucky",B,260,2,CCSS.MATH.CONTENT.HSS.IC.A.2,Confidence interval interpretation,CCSS.MATH.MP.4 CCSS.MATH.S-IC
Maths,Grade 12,"The derivative of eˣ is ___.",Derivative of exponential.,FillInBlank,"xe^(x-1),e^x,ln(x)",B,268,2,CCSS.MATH.CONTENT.HSF.LE.A.1,Derivative of e^x,CCSS.MATH.MP.7 CCSS.MATH.F-LE
Maths,Grade 12,"In polar coordinates the distance from the origin is the ___. The angle from the positive x-axis is the ___.",Polar coordinates; two blanks.,FillInBlank,"angle,radius,theta; angle,radius,theta","B;A",255,2,CCSS.MATH.CONTENT.HSG.GPE.B.4,Polar coordinates,CCSS.MATH.MP.6 CCSS.MATH.G-GPE
Maths,Grade 12,"A geometric series with first term 1 and ratio 1/2 has sum to infinity ___.",Infinite geometric series.,FillInBlank,"1,2,1/2",B,275,3,CCSS.MATH.CONTENT.HSA.SSE.B.4,Infinite series sum,CCSS.MATH.MP.2 CCSS.MATH.A-SSE
Maths,Grade 12,"Two events A and B are mutually exclusive if P(A and B) = ___.",Probability definition.,FillInBlank,"0,1,P(A)",A,240,1,CCSS.MATH.CONTENT.HSS.CP.A.3,Mutually exclusive events,CCSS.MATH.MP.3 CCSS.MATH.S-CP
